IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2019,false,,,,,,,,,,,,,160.9,,,,,,160.9,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,false,,,,,,,,,,,,,161.4,,,,,,161.4,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2019,false,,,,,,,,,,,,,162.6,,,,,,162.6,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,NER,Niger,Year,2019,false,,,,,,,,,,,,,176,,,,,,176.0,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,false,,,,,,,,,,,,,177.1,,,,,,177.1,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,false,,,,,,,,,,,,,179.5,,,,,,179.5,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,false,,,,,,,,,,,,,18,,,,,,18.0,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2019,false,,,,,,,,,,,,,18.25,,,,,,18.2,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,false,,,,,,,,,,,,,18.48,,,,,,18.5,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,false,,,,,,,,,,,,,185.3,,,,,,185.3,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,false,,,,,,,,,,,,,194.6,,,,,,194.6,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2019,false,,,,,,,,,,,,,1.95,,,,,,2.0,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2019,false,,,,,,,,,,,,,2.12,,,,,,2.1,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2019,false,,,,,,,,,,,,,2.54,,,,,,2.5,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,NAM,Namibia,Year,2019,false,,,,,,,,,,,,,2.51,,,,,,2.5,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2019,false,,,,,,,,,,,,,2.58,,,,,,2.6,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AMR,Americas,Country,MEX,Mexico,Year,2019,false,,,,,,,,,,,,,2.56,,,,,,2.6,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,false,,,,,,,,,,,,,2.83,,,,,,2.8,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2019,false,,,,,,,,,,,,,20.17,,,,,,20.2,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2019,false,,,,,,,,,,,,,21.8,,,,,,21.8,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AMR,Americas,Country,PAN,Panama,Year,2019,false,,,,,,,,,,,,,21.91,,,,,,21.9,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,false,,,,,,,,,,,,,216,,,,,,216.0,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,KEN,Kenya,Year,2019,false,,,,,,,,,,,,,218.3,,,,,,218.3,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,false,,,,,,,,,,,,,22.27,,,,,,22.3,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,false,,,,,,,,,,,,,23.63,,,,,,23.6,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,AGO,Angola,Year,2019,false,,,,,,,,,,,,,23.92,,,,,,23.9,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,false,,,,,,,,,,,,,23.9,,,,,,23.9,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,TCD,Chad,Year,2019,false,,,,,,,,,,,,,23.87,,,,,,23.9,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,false,,,,,,,,,,,,,248.5,,,,,,248.5,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,false,,,,,,,,,,,,,254.3,,,,,,254.3,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2019,false,,,,,,,,,,,,,26.3,,,,,,26.3,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,false,,,,,,,,,,,,,28.05,,,,,,28.1,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2019,false,,,,,,,,,,,,,29.09,,,,,,29.1,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,LBR,Liberia,Year,2019,false,,,,,,,,,,,,,29.81,,,,,,29.8,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,false,,,,,,,,,,,,,29.95,,,,,,29.9,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2019,false,,,,,,,,,,,,,293,,,,,,293.0,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2019,false,,,,,,,,,,,,,3.14,,,,,,3.1,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,false,,,,,,,,,,,,,3.24,,,,,,3.2,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,false,,,,,,,,,,,,,3.33,,,,,,3.3,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,false,,,,,,,,,,,,,3.42,,,,,,3.4,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2019,false,,,,,,,,,,,,,3.73,,,,,,3.7,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2019,false,,,,,,,,,,,,,31.9,,,,,,31.9,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,false,,,,,,,,,,,,,31.93,,,,,,31.9,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,GIN,Guinea,Year,2019,false,,,,,,,,,,,,,32.03,,,,,,32.0,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2019,false,,,,,,,,,,,,,32.1,,,,,,32.1,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,false,,,,,,,,,,,,,334.4,,,,,,334.4,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,false,,,,,,,,,,,,,337,,,,,,337.0,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2019,false,,,,,,,,,,,,,34.46,,,,,,34.5,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,false,,,,,,,,,,,,,35.39,,,,,,35.4,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,false,,,,,,,,,,,,,367.2,,,,,,367.2,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,AFR,Africa,Country,SSD,South Sudan,Year,2019,false,,,,,,,,,,,,,38.94,,,,,,38.9,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,false,,,,,,,,,,,,,392.3,,,,,,392.3,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,false,,,,,,,,,,,,,4.53,,,,,,4.5,,,EN,2025-05-11T23:00:00.000Z
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2019,false,,,,,,,,,,,,,404.6,,,,,,404.6,,,EN,2025-05-11T23:00:00.000Z
